model,scenario,inv_r2_db,t,c_mean
Original,partial,10.0,6,0.4703815996646881
Original,partial,10.0,7,0.47035962641239165
Original,partial,10.0,8,0.47044188976287843
Original,partial,10.0,9,0.4703840553760529
Original,partial,10.0,10,0.4704431414604187
Original,partial,10.0,11,0.47036958634853365
Original,partial,10.0,12,0.4703513205051422
Original,partial,10.0,13,0.47044652998447417
Original,partial,10.0,14,0.470480939745903
Original,partial,10.0,15,0.47040616869926455
Original,partial,10.0,16,0.47039638459682465
Original,partial,10.0,17,0.47035651803016665
Original,partial,10.0,18,0.47042969465255735
Original,partial,10.0,19,0.4704210698604584
Original,partial,10.0,20,0.47038393616676333
Original,partial,10.0,21,0.47049330472946166
Original,partial,10.0,22,0.4704113781452179
Original,partial,10.0,23,0.470480751991272
Original,partial,10.0,24,0.4704588294029236
Original,partial,10.0,25,0.4703657001256943
Original,partial,10.0,26,0.4704336851835251
Original,partial,10.0,27,0.4704409807920456
Original,partial,10.0,28,0.4704008221626282
Original,partial,10.0,29,0.47037455439567566
Original,partial,10.0,30,0.47039211094379424
Original,partial,10.0,31,0.4703361243009567
Original,partial,10.0,32,0.47044543623924256
Original,partial,10.0,33,0.47041461169719695
Original,partial,10.0,34,0.4704275578260422
Original,partial,10.0,35,0.47048686146736146
Original,partial,10.0,36,0.47033497095108034
Original,partial,10.0,37,0.4704264014959335
Original,partial,10.0,38,0.470499587059021
Original,partial,10.0,39,0.47041811645030973
Original,partial,10.0,40,0.47034867107868195
Original,partial,10.0,41,0.47047125101089476
Original,partial,10.0,42,0.4704779744148254
Original,partial,10.0,43,0.4704448878765106
Original,partial,10.0,44,0.47045608460903166
Original,partial,10.0,45,0.4703827977180481
Original,partial,10.0,46,0.47038758397102354
Original,partial,10.0,47,0.47043741345405576
Original,partial,10.0,48,0.4705028414726257
Original,partial,10.0,49,0.47044277787208555
Original,partial,10.0,50,0.47037009298801424
Original,partial,10.0,51,0.4704725623130798
Original,partial,10.0,52,0.47041084468364713
Original,partial,10.0,53,0.4704788476228714
Original,partial,10.0,54,0.4704344689846039
Original,partial,10.0,55,0.47042239308357237
Original,partial,10.0,56,0.47045120000839236
Original,partial,10.0,57,0.4704229712486267
Original,partial,10.0,58,0.47038511633872987
Original,partial,10.0,59,0.4703985393047333
Original,partial,10.0,60,0.47045899033546446
Original,partial,10.0,61,0.4704693019390106
Original,partial,10.0,62,0.47042293548583985
Original,partial,10.0,63,0.470428603887558
Original,partial,10.0,64,0.4704369604587555
Original,partial,10.0,65,0.4704897224903107
Original,partial,10.0,66,0.47035408318042754
Original,partial,10.0,67,0.4704283505678177
Original,partial,10.0,68,0.47038681209087374
Original,partial,10.0,69,0.4704324990510941
Original,partial,10.0,70,0.47042102813720704
Original,partial,10.0,71,0.4703859716653824
Original,partial,10.0,72,0.4703980594873428
Original,partial,10.0,73,0.4704735934734344
Original,partial,10.0,74,0.47042987644672396
Original,partial,10.0,75,0.470295587182045
Original,partial,10.0,76,0.4704483151435852
Original,partial,10.0,77,0.4704123467206955
Original,partial,10.0,78,0.47040328085422517
Original,partial,10.0,79,0.470382496714592
Original,partial,10.0,80,0.47056299448013306
Original,partial,10.0,81,0.4703245222568512
Original,partial,10.0,82,0.4704514741897583
Original,partial,10.0,83,0.470326566696167
Original,partial,10.0,84,0.47042163610458376
Original,partial,10.0,85,0.47050853371620177
Original,partial,10.0,86,0.4704324960708618
Original,partial,10.0,87,0.47040397226810454
Original,partial,10.0,88,0.4704144924879074
Original,partial,10.0,89,0.4703849941492081
Original,partial,10.0,90,0.47047560214996337
Original,partial,10.0,91,0.470421239733696
Original,partial,10.0,92,0.47038754224777224
Original,partial,10.0,93,0.4705005407333374
Original,partial,10.0,94,0.4704552203416824
Original,partial,10.0,95,0.47041701078414916
Original,partial,10.0,96,0.47042460441589357
Original,partial,10.0,97,0.4703507959842682
Original,partial,10.0,98,0.4704099029302597
Original,partial,10.0,99,0.47045332193374634
Original,partial,10.0,100,0.47049498558044434
Proposed,partial,10.0,1,0.7838763892650604
Proposed,partial,10.0,2,0.9167121767997741
Proposed,partial,10.0,3,0.9657671749591827
Proposed,partial,10.0,4,0.9812159776687622
Proposed,partial,10.0,5,0.9877939462661743
Proposed,partial,10.0,6,0.9906587660312652
Proposed,partial,10.0,7,0.9930734276771546
Proposed,partial,10.0,8,0.9936224281787872
Proposed,partial,10.0,9,0.9946117162704468
Proposed,partial,10.0,10,0.9942771136760712
Proposed,partial,10.0,11,0.9948728263378144
Proposed,partial,10.0,12,0.9948969125747681
Proposed,partial,10.0,13,0.995015549659729
Proposed,partial,10.0,14,0.9946054935455322
Proposed,partial,10.0,15,0.9946492791175843
Proposed,partial,10.0,16,0.9948095858097077
Proposed,partial,10.0,17,0.9945510566234589
Proposed,partial,10.0,18,0.9951058685779571
Proposed,partial,10.0,19,0.994990348815918
Proposed,partial,10.0,20,0.9948494017124176
Proposed,partial,10.0,21,0.994917768239975
Proposed,partial,10.0,22,0.9950457215309143
Proposed,partial,10.0,23,0.9946334600448609
Proposed,partial,10.0,24,0.9950025975704193
Proposed,partial,10.0,25,0.994759202003479
Proposed,partial,10.0,26,0.9945618629455566
Proposed,partial,10.0,27,0.9944960713386536
Proposed,partial,10.0,28,0.9945336580276489
Proposed,partial,10.0,29,0.9948127567768097
Proposed,partial,10.0,30,0.9942136943340302
Proposed,partial,10.0,31,0.9942416548728943
Proposed,partial,10.0,32,0.9943866610527039
Proposed,partial,10.0,33,0.9946299850940704
Proposed,partial,10.0,34,0.994897085428238
Proposed,partial,10.0,35,0.9945795238018036
Proposed,partial,10.0,36,0.9946447789669037
Proposed,partial,10.0,37,0.9948221385478974
Proposed,partial,10.0,38,0.9951642692089081
Proposed,partial,10.0,39,0.9952966690063476
Proposed,partial,10.0,40,0.9955675601959229
Proposed,partial,10.0,41,0.9954868614673614
Proposed,partial,10.0,42,0.9956158101558685
Proposed,partial,10.0,43,0.9956147968769073
Proposed,partial,10.0,44,0.9960199415683746
Proposed,partial,10.0,45,0.9954012095928192
Proposed,partial,10.0,46,0.9944422483444214
Proposed,partial,10.0,47,0.994573849439621
Proposed,partial,10.0,48,0.9943928897380829
Proposed,partial,10.0,49,0.9952948927879334
Proposed,partial,10.0,50,0.9954239964485169
Proposed,partial,10.0,51,0.9956900835037231
Proposed,partial,10.0,52,0.9958934187889099
Proposed,partial,10.0,53,0.995681893825531
Proposed,partial,10.0,54,0.9951842129230499
Proposed,partial,10.0,55,0.9948284745216369
Proposed,partial,10.0,56,0.994975471496582
Proposed,partial,10.0,57,0.994604742527008
Proposed,partial,10.0,58,0.9950161755084992
Proposed,partial,10.0,59,0.9948887467384339
Proposed,partial,10.0,60,0.9947581470012665
Proposed,partial,10.0,61,0.9948424935340882
Proposed,partial,10.0,62,0.9950616240501404
Proposed,partial,10.0,63,0.9949140310287475
Proposed,partial,10.0,64,0.9950534224510192
Proposed,partial,10.0,65,0.9947919487953186
Proposed,partial,10.0,66,0.9947139918804169
Proposed,partial,10.0,67,0.9938698172569275
Proposed,partial,10.0,68,0.994771295785904
Proposed,partial,10.0,69,0.9939858257770539
Proposed,partial,10.0,70,0.9946489632129669
Proposed,partial,10.0,71,0.9944825291633606
Proposed,partial,10.0,72,0.9941926181316376
Proposed,partial,10.0,73,0.9942382872104645
Proposed,partial,10.0,74,0.9948983490467072
Proposed,partial,10.0,75,0.9945050776004791
Proposed,partial,10.0,76,0.9946345746517181
Proposed,partial,10.0,77,0.995391207933426
Proposed,partial,10.0,78,0.9950766623020172
Proposed,partial,10.0,79,0.9948619842529297
Proposed,partial,10.0,80,0.993414556980133
Proposed,partial,10.0,81,0.993694394826889
Proposed,partial,10.0,82,0.9938855051994324
Proposed,partial,10.0,83,0.9937692701816558
Proposed,partial,10.0,84,0.9945976197719574
Proposed,partial,10.0,85,0.9946372330188751
Proposed,partial,10.0,86,0.9945819139480591
Proposed,partial,10.0,87,0.9947731673717499
Proposed,partial,10.0,88,0.995038902759552
Proposed,partial,10.0,89,0.9953458309173584
Proposed,partial,10.0,90,0.995083487033844
Proposed,partial,10.0,91,0.9955213069915771
Proposed,partial,10.0,92,0.9958958268165589
Proposed,partial,10.0,93,0.9955052018165589
Proposed,partial,10.0,94,0.9952440977096557
Proposed,partial,10.0,95,0.9954760313034058
Proposed,partial,10.0,96,0.99544358253479
Proposed,partial,10.0,97,0.9954169869422913
Proposed,partial,10.0,98,0.9949274122714996
Proposed,partial,10.0,99,0.9947400271892548
Proposed,partial,10.0,100,0.9949132025241851
REKF,partial,10.0,1,1.0
REKF,partial,10.0,2,1.0
REKF,partial,10.0,3,1.0
REKF,partial,10.0,4,1.0
REKF,partial,10.0,5,1.0
REKF,partial,10.0,6,1.0
REKF,partial,10.0,7,1.0
REKF,partial,10.0,8,1.0
REKF,partial,10.0,9,1.0
REKF,partial,10.0,10,1.0
REKF,partial,10.0,11,1.0
REKF,partial,10.0,12,1.0
REKF,partial,10.0,13,1.0
REKF,partial,10.0,14,1.0
REKF,partial,10.0,15,1.0
REKF,partial,10.0,16,1.0
REKF,partial,10.0,17,1.0
REKF,partial,10.0,18,1.0
REKF,partial,10.0,19,1.0
REKF,partial,10.0,20,1.0
REKF,partial,10.0,21,1.0
REKF,partial,10.0,22,1.0
REKF,partial,10.0,23,1.0
REKF,partial,10.0,24,1.0
REKF,partial,10.0,25,1.0
REKF,partial,10.0,26,1.0
REKF,partial,10.0,27,1.0
REKF,partial,10.0,28,1.0
REKF,partial,10.0,29,1.0
REKF,partial,10.0,30,1.0
REKF,partial,10.0,31,1.0
REKF,partial,10.0,32,1.0
REKF,partial,10.0,33,1.0
REKF,partial,10.0,34,1.0
REKF,partial,10.0,35,1.0
REKF,partial,10.0,36,1.0
REKF,partial,10.0,37,1.0
REKF,partial,10.0,38,1.0
REKF,partial,10.0,39,1.0
REKF,partial,10.0,40,1.0
REKF,partial,10.0,41,1.0
REKF,partial,10.0,42,1.0
REKF,partial,10.0,43,1.0
REKF,partial,10.0,44,1.0
REKF,partial,10.0,45,1.0
REKF,partial,10.0,46,1.0
REKF,partial,10.0,47,1.0
REKF,partial,10.0,48,1.0
REKF,partial,10.0,49,1.0
REKF,partial,10.0,50,1.0
REKF,partial,10.0,51,1.0
REKF,partial,10.0,52,1.0
REKF,partial,10.0,53,1.0
REKF,partial,10.0,54,1.0
REKF,partial,10.0,55,1.0
REKF,partial,10.0,56,1.0
REKF,partial,10.0,57,1.0
REKF,partial,10.0,58,1.0
REKF,partial,10.0,59,1.0
REKF,partial,10.0,60,1.0
REKF,partial,10.0,61,1.0
REKF,partial,10.0,62,1.0
REKF,partial,10.0,63,1.0
REKF,partial,10.0,64,1.0
REKF,partial,10.0,65,1.0
REKF,partial,10.0,66,1.0
REKF,partial,10.0,67,1.0
REKF,partial,10.0,68,1.0
REKF,partial,10.0,69,1.0
REKF,partial,10.0,70,1.0
REKF,partial,10.0,71,1.0
REKF,partial,10.0,72,1.0
REKF,partial,10.0,73,1.0
REKF,partial,10.0,74,1.0
REKF,partial,10.0,75,1.0
REKF,partial,10.0,76,1.0
REKF,partial,10.0,77,1.0
REKF,partial,10.0,78,1.0
REKF,partial,10.0,79,1.0
REKF,partial,10.0,80,1.0
REKF,partial,10.0,81,1.0
REKF,partial,10.0,82,1.0
REKF,partial,10.0,83,1.0
REKF,partial,10.0,84,1.0
REKF,partial,10.0,85,1.0
REKF,partial,10.0,86,1.0
REKF,partial,10.0,87,1.0
REKF,partial,10.0,88,1.0
REKF,partial,10.0,89,1.0
REKF,partial,10.0,90,1.0
REKF,partial,10.0,91,1.0
REKF,partial,10.0,92,1.0
REKF,partial,10.0,93,1.0
REKF,partial,10.0,94,1.0
REKF,partial,10.0,95,1.0
REKF,partial,10.0,96,1.0
REKF,partial,10.0,97,1.0
REKF,partial,10.0,98,1.0
REKF,partial,10.0,99,1.0
REKF,partial,10.0,100,1.0
