model,scenario,inv_r2_db,sequence,mse
EKF,full,-12.04,0,0.16212961077690125
EKF,full,-12.04,1,0.2631719410419464
EKF,full,-12.04,2,0.2063439041376114
EKF,full,-12.04,3,0.29783886671066284
EKF,full,-12.04,4,0.22499391436576843
EKF,full,-12.04,5,0.26584357023239136
EKF,full,-12.04,6,0.1724557727575302
EKF,full,-12.04,7,0.24629631638526917
EKF,full,-12.04,8,0.20050190389156342
EKF,full,-12.04,9,0.2790612280368805
EKF,full,-12.04,10,0.21538271009922028
EKF,full,-12.04,11,0.25980719923973083
EKF,full,-12.04,12,0.2125851958990097
EKF,full,-12.04,13,0.19154971837997437
EKF,full,-12.04,14,0.3030482232570648
EKF,full,-12.04,15,0.32658129930496216
EKF,full,-12.04,16,0.2901597321033478
EKF,full,-12.04,17,0.2736644446849823
EKF,full,-12.04,18,0.2509656250476837
EKF,full,-12.04,19,0.2051660418510437
EKF,full,-12.04,20,0.24171875417232513
EKF,full,-12.04,21,0.2382715791463852
EKF,full,-12.04,22,0.21965788304805756
EKF,full,-12.04,23,0.35112911462783813
EKF,full,-12.04,24,0.2567439675331116
EKF,full,-12.04,25,0.30289191007614136
EKF,full,-12.04,26,0.18364915251731873
EKF,full,-12.04,27,0.3671432137489319
EKF,full,-12.04,28,0.1496141254901886
EKF,full,-12.04,29,0.26463833451271057
REKF,full,-12.04,0,0.16359806060791016
REKF,full,-12.04,1,0.2673962116241455
REKF,full,-12.04,2,0.2081713080406189
REKF,full,-12.04,3,0.2998962104320526
REKF,full,-12.04,4,0.2266557514667511
REKF,full,-12.04,5,0.26766902208328247
REKF,full,-12.04,6,0.17364828288555145
REKF,full,-12.04,7,0.24261435866355896
REKF,full,-12.04,8,0.1991102397441864
REKF,full,-12.04,9,0.27806735038757324
REKF,full,-12.04,10,0.21533319354057312
REKF,full,-12.04,11,0.25950467586517334
REKF,full,-12.04,12,0.2165994495153427
REKF,full,-12.04,13,0.1927463412284851
REKF,full,-12.04,14,0.3054640293121338
REKF,full,-12.04,15,0.32761767506599426
REKF,full,-12.04,16,0.2925339639186859
REKF,full,-12.04,17,0.27625277638435364
REKF,full,-12.04,18,0.2526417672634125
REKF,full,-12.04,19,0.20512144267559052
REKF,full,-12.04,20,0.24337640404701233
REKF,full,-12.04,21,0.23952259123325348
REKF,full,-12.04,22,0.2224155068397522
REKF,full,-12.04,23,0.3546614348888397
REKF,full,-12.04,24,0.2561517655849457
REKF,full,-12.04,25,0.3019919991493225
REKF,full,-12.04,26,0.18682700395584106
REKF,full,-12.04,27,0.3586256504058838
REKF,full,-12.04,28,0.14724718034267426
REKF,full,-12.04,29,0.26497843861579895
KalmanNet,full,-12.04,0,0.1595495194196701
KalmanNet,full,-12.04,1,0.252349853515625
KalmanNet,full,-12.04,2,0.1896829605102539
KalmanNet,full,-12.04,3,0.26070302724838257
KalmanNet,full,-12.04,4,0.24208469688892365
KalmanNet,full,-12.04,5,0.2487574815750122
KalmanNet,full,-12.04,6,0.1703370213508606
KalmanNet,full,-12.04,7,0.21677140891551971
KalmanNet,full,-12.04,8,0.187795028090477
KalmanNet,full,-12.04,9,0.24037013947963715
KalmanNet,full,-12.04,10,0.20217128098011017
KalmanNet,full,-12.04,11,0.23261328041553497
KalmanNet,full,-12.04,12,0.2206367701292038
KalmanNet,full,-12.04,13,0.18233110010623932
KalmanNet,full,-12.04,14,0.31619688868522644
KalmanNet,full,-12.04,15,0.30543601512908936
KalmanNet,full,-12.04,16,0.2815413177013397
KalmanNet,full,-12.04,17,0.2325376570224762
KalmanNet,full,-12.04,18,0.23976202309131622
KalmanNet,full,-12.04,19,0.21098901331424713
KalmanNet,full,-12.04,20,0.23734509944915771
KalmanNet,full,-12.04,21,0.21195194125175476
KalmanNet,full,-12.04,22,0.19301505386829376
KalmanNet,full,-12.04,23,0.3249792158603668
KalmanNet,full,-12.04,24,0.2456846684217453
KalmanNet,full,-12.04,25,0.2702721655368805
KalmanNet,full,-12.04,26,0.19343142211437225
KalmanNet,full,-12.04,27,0.3084239363670349
KalmanNet,full,-12.04,28,0.14455656707286835
KalmanNet,full,-12.04,29,0.2509579658508301
Original,full,-12.04,0,0.16918618977069855
Original,full,-12.04,1,0.2817367613315582
Original,full,-12.04,2,0.21692417562007904
Original,full,-12.04,3,0.3095346689224243
Original,full,-12.04,4,0.23717306554317474
Original,full,-12.04,5,0.4019463062286377
Original,full,-12.04,6,0.17910635471343994
Original,full,-12.04,7,0.240030437707901
Original,full,-12.04,8,0.19995206594467163
Original,full,-12.04,9,0.30632689595222473
Original,full,-12.04,10,0.22180436551570892
Original,full,-12.04,11,0.2622421681880951
Original,full,-12.04,12,0.4371603727340698
Original,full,-12.04,13,0.19948343932628632
Original,full,-12.04,14,0.36114758253097534
Original,full,-12.04,15,0.33371222019195557
Original,full,-12.04,16,0.4331224858760834
Original,full,-12.04,17,0.2813470959663391
Original,full,-12.04,18,0.25743916630744934
Original,full,-12.04,19,0.21040794253349304
Original,full,-12.04,20,0.25156068801879883
Original,full,-12.04,21,0.25162768363952637
Original,full,-12.04,22,0.22809959948062897
Original,full,-12.04,23,0.36216533184051514
Original,full,-12.04,24,0.25857335329055786
Original,full,-12.04,25,0.31571996212005615
Original,full,-12.04,26,0.19400595128536224
Original,full,-12.04,27,0.3609321117401123
Original,full,-12.04,28,0.1492472141981125
Original,full,-12.04,29,0.26605716347694397
Proposed,full,-12.04,0,0.1625574231147766
Proposed,full,-12.04,1,0.26529306173324585
Proposed,full,-12.04,2,0.20679424703121185
Proposed,full,-12.04,3,0.29912903904914856
Proposed,full,-12.04,4,0.22557708621025085
Proposed,full,-12.04,5,0.26658767461776733
Proposed,full,-12.04,6,0.17358949780464172
Proposed,full,-12.04,7,0.24473953247070312
Proposed,full,-12.04,8,0.19920337200164795
Proposed,full,-12.04,9,0.27844491600990295
Proposed,full,-12.04,10,0.21542476117610931
Proposed,full,-12.04,11,0.2591053247451782
Proposed,full,-12.04,12,0.21406137943267822
Proposed,full,-12.04,13,0.19134467840194702
Proposed,full,-12.04,14,0.30395472049713135
Proposed,full,-12.04,15,0.3271496295928955
Proposed,full,-12.04,16,0.290825754404068
Proposed,full,-12.04,17,0.2750597298145294
Proposed,full,-12.04,18,0.25180160999298096
Proposed,full,-12.04,19,0.20508494973182678
Proposed,full,-12.04,20,0.24223917722702026
Proposed,full,-12.04,21,0.23827561736106873
Proposed,full,-12.04,22,0.22121234238147736
Proposed,full,-12.04,23,0.3538125157356262
Proposed,full,-12.04,24,0.25608956813812256
Proposed,full,-12.04,25,0.3027056157588959
Proposed,full,-12.04,26,0.1847546249628067
Proposed,full,-12.04,27,0.362509161233902
Proposed,full,-12.04,28,0.14802215993404388
Proposed,full,-12.04,29,0.2646452784538269
EKF,partial,-12.04,0,0.8251729011535645
EKF,partial,-12.04,1,1.1286654472351074
EKF,partial,-12.04,2,0.4028193950653076
EKF,partial,-12.04,3,0.48370498418807983
EKF,partial,-12.04,4,0.5475867986679077
EKF,partial,-12.04,5,0.5681473016738892
EKF,partial,-12.04,6,0.5016941428184509
EKF,partial,-12.04,7,0.7798161506652832
EKF,partial,-12.04,8,0.3816588222980499
EKF,partial,-12.04,9,0.2782706320285797
EKF,partial,-12.04,10,0.48762986063957214
EKF,partial,-12.04,11,0.3857046067714691
EKF,partial,-12.04,12,0.8040888905525208
EKF,partial,-12.04,13,1.081466794013977
EKF,partial,-12.04,14,0.759611964225769
EKF,partial,-12.04,15,0.5046868324279785
EKF,partial,-12.04,16,0.39431828260421753
EKF,partial,-12.04,17,0.2550692856311798
EKF,partial,-12.04,18,0.9844906330108643
EKF,partial,-12.04,19,0.5639340281486511
EKF,partial,-12.04,20,0.8487606644630432
EKF,partial,-12.04,21,0.7989346981048584
EKF,partial,-12.04,22,0.27932417392730713
EKF,partial,-12.04,23,0.4697228670120239
EKF,partial,-12.04,24,0.3688619136810303
EKF,partial,-12.04,25,0.6660265922546387
EKF,partial,-12.04,26,0.7096356153488159
EKF,partial,-12.04,27,0.47115716338157654
EKF,partial,-12.04,28,0.8122376799583435
EKF,partial,-12.04,29,0.5623831152915955
REKF,partial,-12.04,0,0.8134472370147705
REKF,partial,-12.04,1,1.1396235227584839
REKF,partial,-12.04,2,0.322759211063385
REKF,partial,-12.04,3,0.7116973996162415
REKF,partial,-12.04,4,1.2353699207305908
REKF,partial,-12.04,5,0.5100089907646179
REKF,partial,-12.04,6,0.533135712146759
REKF,partial,-12.04,7,0.6211092472076416
REKF,partial,-12.04,8,0.338215172290802
REKF,partial,-12.04,9,0.3964000642299652
REKF,partial,-12.04,10,0.6263584494590759
REKF,partial,-12.04,11,0.3878917992115021
REKF,partial,-12.04,12,1.0243239402770996
REKF,partial,-12.04,13,0.5949448347091675
REKF,partial,-12.04,14,0.7829736471176147
REKF,partial,-12.04,15,0.7594888210296631
REKF,partial,-12.04,16,0.769096851348877
REKF,partial,-12.04,17,0.25947487354278564
REKF,partial,-12.04,18,1.0027743577957153
REKF,partial,-12.04,19,0.5940529108047485
REKF,partial,-12.04,20,0.7021076083183289
REKF,partial,-12.04,21,0.6522619724273682
REKF,partial,-12.04,22,0.6606357097625732
REKF,partial,-12.04,23,0.4730856418609619
REKF,partial,-12.04,24,0.4630672335624695
REKF,partial,-12.04,25,0.8447121381759644
REKF,partial,-12.04,26,0.7769109606742859
REKF,partial,-12.04,27,0.3941481113433838
REKF,partial,-12.04,28,0.5322763323783875
REKF,partial,-12.04,29,0.6621948480606079
KalmanNet,partial,-12.04,0,0.17282456159591675
KalmanNet,partial,-12.04,1,0.26769188046455383
KalmanNet,partial,-12.04,2,0.178891122341156
KalmanNet,partial,-12.04,3,0.24930736422538757
KalmanNet,partial,-12.04,4,0.23516054451465607
KalmanNet,partial,-12.04,5,0.2615160644054413
KalmanNet,partial,-12.04,6,0.18062210083007812
KalmanNet,partial,-12.04,7,0.2220601886510849
KalmanNet,partial,-12.04,8,0.20493502914905548
KalmanNet,partial,-12.04,9,0.24508430063724518
KalmanNet,partial,-12.04,10,0.22448596358299255
KalmanNet,partial,-12.04,11,0.23901702463626862
KalmanNet,partial,-12.04,12,0.22582626342773438
KalmanNet,partial,-12.04,13,0.19455485045909882
KalmanNet,partial,-12.04,14,0.3125287592411041
KalmanNet,partial,-12.04,15,0.3058982789516449
KalmanNet,partial,-12.04,16,0.27911317348480225
KalmanNet,partial,-12.04,17,0.20652922987937927
KalmanNet,partial,-12.04,18,0.2411065250635147
KalmanNet,partial,-12.04,19,0.20400673151016235
KalmanNet,partial,-12.04,20,0.2487623393535614
KalmanNet,partial,-12.04,21,0.20114576816558838
KalmanNet,partial,-12.04,22,0.1836947649717331
KalmanNet,partial,-12.04,23,0.30931684374809265
KalmanNet,partial,-12.04,24,0.2551247775554657
KalmanNet,partial,-12.04,25,0.2769142687320709
KalmanNet,partial,-12.04,26,0.18713408708572388
KalmanNet,partial,-12.04,27,0.295409232378006
KalmanNet,partial,-12.04,28,0.13485123217105865
KalmanNet,partial,-12.04,29,0.25787997245788574
Original,partial,-12.04,0,1.9761494398117065
Original,partial,-12.04,1,1.5680590867996216
Original,partial,-12.04,2,1.557587742805481
Original,partial,-12.04,3,1.1960018873214722
Original,partial,-12.04,4,1.064948558807373
Original,partial,-12.04,5,1.7532017230987549
Original,partial,-12.04,6,2.1079540252685547
Original,partial,-12.04,7,1.472873568534851
Original,partial,-12.04,8,1.553123950958252
Original,partial,-12.04,9,1.6421923637390137
Original,partial,-12.04,10,1.7988677024841309
Original,partial,-12.04,11,1.519156813621521
Original,partial,-12.04,12,2.7226784229278564
Original,partial,-12.04,13,2.450432062149048
Original,partial,-12.04,14,1.8157932758331299
Original,partial,-12.04,15,1.070706844329834
Original,partial,-12.04,16,2.2971484661102295
Original,partial,-12.04,17,1.7032783031463623
Original,partial,-12.04,18,2.5297536849975586
Original,partial,-12.04,19,2.1281497478485107
Original,partial,-12.04,20,1.5052341222763062
Original,partial,-12.04,21,1.5370906591415405
Original,partial,-12.04,22,3.1055819988250732
Original,partial,-12.04,23,2.5550377368927
Original,partial,-12.04,24,1.6572800874710083
Original,partial,-12.04,25,2.5508856773376465
Original,partial,-12.04,26,0.9454088807106018
Original,partial,-12.04,27,0.9461421370506287
Original,partial,-12.04,28,1.0019809007644653
Original,partial,-12.04,29,1.034878134727478
Proposed,partial,-12.04,0,0.8262874484062195
Proposed,partial,-12.04,1,1.1109753847122192
Proposed,partial,-12.04,2,0.5870721936225891
Proposed,partial,-12.04,3,0.7227393388748169
Proposed,partial,-12.04,4,1.1964062452316284
Proposed,partial,-12.04,5,0.5220428705215454
Proposed,partial,-12.04,6,0.626081109046936
Proposed,partial,-12.04,7,0.7835241556167603
Proposed,partial,-12.04,8,0.7502655982971191
Proposed,partial,-12.04,9,0.358692467212677
Proposed,partial,-12.04,10,0.6237187385559082
Proposed,partial,-12.04,11,0.38639602065086365
Proposed,partial,-12.04,12,0.9529976844787598
Proposed,partial,-12.04,13,0.5813676714897156
Proposed,partial,-12.04,14,0.6879405379295349
Proposed,partial,-12.04,15,0.7125627994537354
Proposed,partial,-12.04,16,0.3869447708129883
Proposed,partial,-12.04,17,0.25862598419189453
Proposed,partial,-12.04,18,0.9961705803871155
Proposed,partial,-12.04,19,0.5839430093765259
Proposed,partial,-12.04,20,0.8430092334747314
Proposed,partial,-12.04,21,0.6874035596847534
Proposed,partial,-12.04,22,0.6529958844184875
Proposed,partial,-12.04,23,0.4726824164390564
Proposed,partial,-12.04,24,0.4152204096317291
Proposed,partial,-12.04,25,0.841126561164856
Proposed,partial,-12.04,26,1.0941871404647827
Proposed,partial,-12.04,27,0.7333996295928955
Proposed,partial,-12.04,28,0.5125830173492432
Proposed,partial,-12.04,29,0.8822752237319946
EKF,full,-6.02,0,0.03657212108373642
EKF,full,-6.02,1,0.05127990245819092
EKF,full,-6.02,2,0.04053841531276703
EKF,full,-6.02,3,0.05329811945557594
EKF,full,-6.02,4,0.048061810433864594
EKF,full,-6.02,5,0.0504869669675827
EKF,full,-6.02,6,0.037479184567928314
EKF,full,-6.02,7,0.0495520643889904
EKF,full,-6.02,8,0.042525481432676315
EKF,full,-6.02,9,0.05164135619997978
EKF,full,-6.02,10,0.044061269611120224
EKF,full,-6.02,11,0.04856366291642189
EKF,full,-6.02,12,0.04350533336400986
EKF,full,-6.02,13,0.040452055633068085
EKF,full,-6.02,14,0.058527640998363495
EKF,full,-6.02,15,0.055096954107284546
EKF,full,-6.02,16,0.05530312657356262
EKF,full,-6.02,17,0.046454768627882004
EKF,full,-6.02,18,0.045068301260471344
EKF,full,-6.02,19,0.04591367393732071
EKF,full,-6.02,20,0.045947957783937454
EKF,full,-6.02,21,0.04664124548435211
